Province,Temple
prayao,วัดต๊ำดอนมูล
prayao,วัดพระธาตุดอยหยวก
prayao,วัดปางถ้ำ
prayao,วัดไชยอาวาส
prayao,วัดศรีสำราญ
prayao,วัดน้ำจุน
prayao,วัดหงส์หิน
prayao,วัดท่าจำปี
prayao,วัดสันป่าสัก
prayao,วัดโป่งเกลือ
prayao,วัดสันป่าม่วง
prayao,วัดทุ่งติ้ว
prayao,วัดล้า
prayao,วัดผาช้างมูบ
prayao,วัดพระธาตุแสงแก้วมงคล
prayao,วัดห้วยหม้อ
prayao,วัดปางป้อม
prayao,วัดดาวเรือง
pattani,วัดตานีนรสโมสร
pattani,วัดมุจลินทวาปีวิหาร
pattani,วัดภมรคติวัน
pattani,วัดโพธาราม
pattani,วัดปลักปรือ
pattani,วัดควนน้อย
pattani,วัดบุพพนิมิตร
pattani,วัดป่าสวย
pattani,วัดทุ่งข่อย
pattani,วัดช้างให้ราษฎร์บูรณาราม
pattani,วัดหนองครก
pattani,วัดคลองช้าง
pattani,วัดมะเดื่อทอง
pattani,วัดศรีมหาโพธิ์
pattani,วัดทรายขาว
pattani,วัดนิคมควนเปล
pattani,วัดโรงวาส
pattani,วัดพลานุภาพ
pattani,วัดอรัญวาสิการาม
pattani,วัดนาประดู่
pattani,วัดนิคมสถิตย์
pattani,วัดปุราณประดิษฐ์
pattani,วัดสุนทรวารี
pattani,วัดธนาภิมุข
pattani,วัดบ้านไร่
pattani,วัดบันลือคชาวาส
pattani,วัดปุหรน
pattani,วัดมะปรางมัน
pattani,วัดมะกรูด
pattani,วัดโมลีนิมิต
pattani,วัดหน้าเกตุ
pattani,วัดหัวควน
pattani,วัดควนนอก
pattani,วัดควนใน
pattani,วัดญาโณทัย
pattani,วัดมหิงษาราม
pattani,วัดดอนกลาง
pattani,วัดดอนตะวันออก
pattani,วัดดิษฐาวาส
pattani,วัดโพธาราม
pattani,วัดเทพนิมิตร
pattani,วัดศรีสุดาจันทร์
pattani,วัดประจันตคาม
pattani,วัดพรหมประสิทธิ์
pattani,วัดสำเภาเชย
pattani,วัดสาละวัน
pattani,วัดหงสาราม
pattani,วัดประเวศน์ภูผา
pattani,วัดมาลีนิเวศน์
pattani,วัดขจรประชาราม
pattani,วัดหลักเมือง
pattani,วัดบ้านดี
pattani,วัดนิกรชนาราม
pattani,วัดสันติการาม
pattani,วัดนพวงศาราม
pattani,วัดสารวัน
pattani,วัดโชติรส
pattani,วัดมหันตคาม
pattani,วัดไม้แก่น
pattani,วัดโคกหญ้าคา
pattani,วัดอัมพวนาราม
pattani,วัดคามวาสิการาม
pattani,วัดมหิงษ์สุวรรณนิมิต
pattani,วัดป่าศรี
pattani,วัดกุสาวดี
pattani,วัดปิยาราม
pattani,วัดตะเคียนทอง
pattani,วัดบูรพาราม
pattani,วัดมัชฌิมาวาส
pattani,วัดมะปริงวารีราม
pattani,วัดเลียบ
pattani,วัดวิมลวัฒนาราม
pattani,วัดปทุมวารี
pattani,วัดทุ่งคล้า
pattani,วัดถัมภาวาส
pattani,วัดจุฬามณี
pattani,วัดโบกขรณี
pattani,วัดสุทธิกาวาส
pattani,วัดสุวรรณากร
pattani,วัดสถิตย์ชลธาร
pattani,วัดสุนันทาราม
pattani,วัดยานิการาม
Ayutthaya,วัดกกแก้วบูรพา
Ayutthaya,วัดกระแซง
Ayutthaya,วัดกระโจมทอง
Ayutthaya,วัดกระโดงทอง
Ayutthaya,วัดกลาง
Ayutthaya,วัดกลางขุย
Ayutthaya,วัดกลางคลองวัฒนาราม
Ayutthaya,วัดกลางคลองสระบัว
Ayutthaya,วัดกลางทุ่ง
Ayutthaya,วัดกลางปากกราน
Ayutthaya,วัดกลางรามัญ
Ayutthaya,วัดกลางเกาะระกำ
Ayutthaya,วัดกล้วย
Ayutthaya,วัดกษัตราธิราชวรวิหาร
Ayutthaya,วัดกอไผ่
Ayutthaya,วัดกะสังข์
Ayutthaya,วัดกำแพง
Ayutthaya,วัดกำแพงแก้ว
Ayutthaya,วัดกุฎีกรุ
Ayutthaya,วัดกุฎีทอง
Ayutthaya,วัดกุฎีประสิทธิ์
Ayutthaya,วัดกุฎีลาย
Ayutthaya,วัดกุ่มแต้
Ayutthaya,วัดขนอน
Ayutthaya,วัดขนอนเหนือ
Ayutthaya,วัดขนอนใต้
Ayutthaya,วัดขุนจ่าธรรมาราม
Ayutthaya,วัดขุนทราย
Ayutthaya,วัดขุนทิพย์
Ayutthaya,วัดขุนพรหม
Ayutthaya,วัดขุมแก้ว
Ayutthaya,วัดคงษาสุทธาราม
Ayutthaya,วัดครุฑธาราม
Ayutthaya,วัดคลองตัน
Ayutthaya,วัดคลองน้ำชา
Ayutthaya,วัดคลองบุญ
Ayutthaya,วัดคลองพุทรา
Ayutthaya,วัดคานหาม
Ayutthaya,วัดคู้สลอดวุฒิโสภณ
Ayutthaya,วัดค่าย
Ayutthaya,วัดจงกลณี
Ayutthaya,วัดจรเข้ไล่
Ayutthaya,วัดจอมเกษ
Ayutthaya,วัดจักราช
Ayutthaya,วัดจันทร์
Ayutthaya,วัดจันทร์ประเทศ
Ayutthaya,วัดจันทาราม
Ayutthaya,วัดจำปา
Ayutthaya,วัดจุฬามณี
Ayutthaya,วัดฉัตรทองดำริธรรม
Ayutthaya,วัดชายนา
Ayutthaya,วัดชีปะขาว
Ayutthaya,วัดชีโพน
Ayutthaya,วัดชุมพล
Ayutthaya,วัดชุมพลนิกายารามราชวรวิหาร
Ayutthaya,วัดชุมแสง
Ayutthaya,วัดชูจิตธรรมาราม
Ayutthaya,วัดช่างทอง
Ayutthaya,วัดช่างเหล็ก
Ayutthaya,วัดช้าง
Ayutthaya,วัดช้างใหญ่
Ayutthaya,วัดซึก
Ayutthaya,วัดญาณเสน
Ayutthaya,วัดดงหวาย
Ayutthaya,วัดดอกไม้
Ayutthaya,วัดดอนกลาง
Ayutthaya,วัดดอนพัฒนาราม
Ayutthaya,วัดดอนพุทรา
Ayutthaya,วัดดอนลาน
Ayutthaya,วัดดอนหญ้านาง
Ayutthaya,วัดดาวคะนอง
Ayutthaya,วัดดุสิดาราม
Ayutthaya,วัดตรีพาราสีมาเขต
Ayutthaya,วัดตลาด
Ayutthaya,วัดตลาดเกรียบ
Ayutthaya,วัดตองปุ
Ayutthaya,วัดตะกู
Ayutthaya,วัดตะเคียน
Ayutthaya,วัดตะโก
Ayutthaya,วัดตะโหนด
Ayutthaya,วัดตาลานเหนือ
Ayutthaya,วัดตาลานใต้
Ayutthaya,วัดตาลเอน
Ayutthaya,วัดตำหนัก
Ayutthaya,วัดตำหนักพระเจ้าทรงธรรม
Ayutthaya,วัดตึก
Ayutthaya,วัดตึกคชหิรัญศรัทธาราม
Ayutthaya,วัดตูม
Ayutthaya,วัดต้นสะตือ
Ayutthaya,วัดถลุงเหล็ก
Ayutthaya,วัดทรงกุศล
Ayutthaya,วัดทอง
Ayutthaya,วัดทองจันทริการาม
Ayutthaya,วัดทองทรงธรรม
Ayutthaya,วัดทองบ่อ
Ayutthaya,วัดทางกลาง
Ayutthaya,วัดทางยาว
Ayutthaya,วัดทางหลวง
Ayutthaya,วัดทำเลไทย
Ayutthaya,วัดทุ่งชาน
Ayutthaya,วัดทุ่งมล
Ayutthaya,วัดทุ่งศรีโพธิ์
Ayutthaya,วัดท่า
Ayutthaya,วัดท่าการ้อง
Ayutthaya,วัดท่าซุงทักษิณาราม
Ayutthaya,วัดท่าดินแดง
Ayutthaya,วัดท่าตอ
Ayutthaya,วัดท่าสุทธาวาส
Ayutthaya,วัดท่าโขลง วัดตูม
Ayutthaya,วัดท้าวอู่ทอง
Ayutthaya,วัดธรรมจริยา
Ayutthaya,วัดธรรมจักร์
Ayutthaya,วัดธรรมนาวา
Ayutthaya,วัดธรรมนิยม
Ayutthaya,วัดธรรมรส
Ayutthaya,วัดธรรมสินธุ์โสภา
Ayutthaya,วัดธรรมาราม
Ayutthaya,วัดธรรมิกราช
Ayutthaya,วัดธรรมโชติการาม
Ayutthaya,วัดนกกระจาบ
Ayutthaya,วัดนครหลวง
Ayutthaya,วัดนครโปรดสัตว์
Ayutthaya,วัดนนทรีย์
Ayutthaya,วัดนาค
Ayutthaya,วัดนาคสโมสร
Ayutthaya,วัดนาคู 
Ayutthaya,วัดนางกุย
Ayutthaya,วัดนางคุ่ม
Ayutthaya,วัดนางชี
Ayutthaya,วัดนาอุ่น
Ayutthaya,วัดนิเวศธรรมประวัติราชวรวิหาร
Ayutthaya,วัดน้อมประชาสรรค์
Ayutthaya,วัดน้อย
Ayutthaya,วัดน้ำเต้า
Ayutthaya,วัดบรมวงศ์อิศรวรารามวรวิหาร
Ayutthaya,วัดบันลือธรรม
Ayutthaya,วัดบันได
Ayutthaya,วัดบันไดช้าง
Ayutthaya,วัดบัวงาม
Ayutthaya,วัดบางกะจะ
Ayutthaya,วัดบางกะทิง
Ayutthaya,วัดบางคล้า
Ayutthaya,วัดบางซ้ายนอก
Ayutthaya,วัดบางซ้ายใน
Ayutthaya,วัดบางนมโค
Ayutthaya,วัดบางบาล
Ayutthaya,วัดบางปลาหมอ
Ayutthaya,วัดบางม่วง
Ayutthaya,วัดบางยี่โท
Ayutthaya,วัดบางระกำ
Ayutthaya,วัดบางสงบ
Ayutthaya,วัดบางเคียนวิเชียรฉาย
Ayutthaya,วัดบางเดื่อ
Ayutthaya,วัดบางเพลิง
Ayutthaya,วัดบางแขยง
Ayutthaya,วัดบางไทร
Ayutthaya,วัดบำรุงธรรม
Ayutthaya,วัดบึง
Ayutthaya,วัดบึงลัฎฐิวัน
Ayutthaya,วัดบุญกันนาวาส
Ayutthaya,วัดบ้านกลิ้ง
Ayutthaya,วัดบ้านขวาง
Ayutthaya,วัดบ้านชุ้ง
Ayutthaya,วัดบ้านช้าง
Ayutthaya,วัดบ้านดาบ
Ayutthaya,วัดบ้านพลับ
Ayutthaya,วัดบ้านพาด
Ayutthaya,วัดบ้านพาสน์
Ayutthaya,วัดบ้านม้า
Ayutthaya,วัดบ้านราม
Ayutthaya,วัดบ้านร่อม
Ayutthaya,วัดบ้านสร้าง
Ayutthaya,วัดบ้านหว้า
Ayutthaya,วัดบ้านหีบ
Ayutthaya,วัดบ้านอ้อ
Ayutthaya,วัดบ้านเลนสระกระจับ
Ayutthaya,วัดบ้านแค
Ayutthaya,วัดบ้านแจ้ง
Ayutthaya,วัดบ้านแดง
Ayutthaya,วัดบ้านแถว
Ayutthaya,วัดบ้านแป้ง
Ayutthaya,วัดบ้านแพน
Ayutthaya,วัดปทุมวัน
Ayutthaya,วัดประดู่ตะบอง
Ayutthaya,วัดประดู่ทรงธรรม
Ayutthaya,วัดประดู่โลกเชฎฐ์
Ayutthaya,วัดประมุง
Ayutthaya,วัดประสาท
Ayutthaya,วัดปราสาททอง
Ayutthaya,วัดปรีดาราม
Ayutthaya,วัดปากกราน
Ayutthaya,วัดปากคลอง
Ayutthaya,วัดปากน้ำ
Ayutthaya,วัดปิ่นแก้ว
Ayutthaya,วัดป่าคา
Ayutthaya,วัดป่าศรีถาวรอยุธยา
Ayutthaya,วัดป่าอารยวังสาราม
Ayutthaya,วัดป่าโค
Ayutthaya,วัดป้อมรามัญ
Ayutthaya,วัดป้อมแก้วประโชติวิทยาภรณ์
Ayutthaya,วัดป้อมใหญ่
Ayutthaya,วัดผดุงธรรม
Ayutthaya,วัดผึ่งแดด
Ayutthaya,วัดพนมยงค์
Ayutthaya,วัดพนัญเชิงวรวิหาร
Ayutthaya,วัดพยอม
Ayutthaya,วัดพยาญาติ
Ayutthaya,วัดพรหมนิมิต
Ayutthaya,วัดพรหมนิวาสวรวิหาร
Ayutthaya,วัดพระขาว
Ayutthaya,วัดพระงาม
Ayutthaya,วัดพระญาติการาม
Ayutthaya,วัดพระธาตุศรีรัตนาราม
Ayutthaya,วัดพระนอน
Ayutthaya,วัดพระศรีสรรเพชญ์
Ayutthaya,วัดพระเมรุราชิการามวรวิหาร
Ayutthaya,วัดพระแก้ว
Ayutthaya,วัดพรานนก
Ayutthaya,วัดพร้าวโสภณาราม
Ayutthaya,วัดพิกุลโสคันธ์
Ayutthaya,วัดพิชัยสงคราม
Ayutthaya,วัดพุฒาวาส
Ayutthaya,วัดพุทไธศวรรย์
Ayutthaya,วัดภาชี
Ayutthaya,วัดภูเขาทอง
Ayutthaya,วัดมณฑป
Ayutthaya,วัดมณฑลประสิทธิ์
Ayutthaya,วัดมฤคทายวัน
Ayutthaya,วัดมหาจุฬาลงกรณราชูทิศ บ่อตาโล่
Ayutthaya,วัดมหาพล
Ayutthaya,วัดมหาโลก
Ayutthaya,วัดมะขามโพลง
Ayutthaya,วัดมาบพระจันทร์
Ayutthaya,วัดมาบโพธิ์
Ayutthaya,วัดมารวิชัย
Ayutthaya,วัดมเหยงคณ์
Ayutthaya,วัดมเหยงค์
Ayutthaya,วัดม่วง
Ayutthaya,วัดม่วงหวาน
Ayutthaya,วัดยม
Ayutthaya,วัดยมนาตามธรรม
Ayutthaya,วัดยวด
Ayutthaya,วัดยางนม
Ayutthaya,วัดย่านอ่างทอง
Ayutthaya,วัดระโสม
Ayutthaya,วัดรัตนชัย
Ayutthaya,วัดรางจระเข้
Ayutthaya,วัดราชบรรทม
Ayutthaya,วัดราชบัวขาว
Ayutthaya,วัดราชประดิษฐาน
Ayutthaya,วัดรามพงศาวาส
Ayutthaya,วัดราษฎรบรรจง
Ayutthaya,วัดราษฎร์นิยม
Ayutthaya,วัดราษฎร์บำรุง
Ayutthaya,วัดราษฎร์บำเพ็ญ
Ayutthaya,วัดราษฎร์ปุณณาราม
Ayutthaya,วัดราษฎร์ศรัทธาธรรม
Ayutthaya,วัดร่มโพธิ์
Ayutthaya,วัดร้อยไร่
Ayutthaya,วัดฤๅไชย
Ayutthaya,วัดลอดช่อง
Ayutthaya,วัดละมุด
Ayutthaya,วัดลาดชะโด
Ayutthaya,วัดลาดชิด
Ayutthaya,วัดลาดทราย
Ayutthaya,วัดลาดบัวหลวง
Ayutthaya,วัดลาดประทุมคงคาราม
Ayutthaya,วัดลาดระโหง
Ayutthaya,วัดลาย
Ayutthaya,วัดลำตะเคียน
Ayutthaya,วัดลำบัว
Ayutthaya,วัดลำพระยาราษฎร์เจริญธรรม
Ayutthaya,วัดลุ่ม
Ayutthaya,วัดวงษ์ฆ้อง
Ayutthaya,วัดวงษ์สวรรค์
Ayutthaya,วัดวชิรธรรมาราม
Ayutthaya,วัดวรนายกรังสรรค์เจติยบรรพตาราม
Ayutthaya,วัดวรเชษฐ์
Ayutthaya,วัดวรโพธิ์
Ayutthaya,วัดวัง
Ayutthaya,วัดวังชะโด
Ayutthaya,วัดวังแดงเหนือ
Ayutthaya,วัดวังแดงใต้
Ayutthaya,วัดวิมลสุนทร
Ayutthaya,วัดวิเวกวายุพัด
Ayutthaya,วัดศรีประชา
Ayutthaya,วัดศรีภวังค์
Ayutthaya,วัดศรีโพธิ์
Ayutthaya,วัดศักดิ์
Ayutthaya,วัดศาลาปูนวรวิหาร
Ayutthaya,วัดศาลาลอย
Ayutthaya,วัดศาลาแดง
Ayutthaya,วัดศิริสุขาราม
Ayutthaya,วัดศิวาราม
Ayutthaya,วัดสง่างาม
Ayutthaya,วัดสฎางค์
Ayutthaya,วัดสนามทอง
Ayutthaya,วัดสนามไชย
Ayutthaya,วัดสบสวรรค์
Ayutthaya,วัดสมณโกฏฐาราม
Ayutthaya,วัดสระเกษ
Ayutthaya,วัดสว่างอารมณ์
Ayutthaya,วัดสหกรณ์ธรรมนิมิต
Ayutthaya,วัดสะตือ
Ayutthaya,วัดสะแก
Ayutthaya,วัดสันติการาม
Ayutthaya,วัดสันติธรรมาราม
Ayutthaya,วัดสันติวนาราม
Ayutthaya,วัดสามกอ
Ayutthaya,วัดสามตุ่ม
Ayutthaya,วัดสามบัณฑิต
Ayutthaya,วัดสามวิหาร
Ayutthaya,วัดสามเพลง
Ayutthaya,วัดสามเรือน
Ayutthaya,วัดสามไถ
Ayutthaya,วัดสำพะเนียง
Ayutthaya,วัดสำมะกัน
Ayutthaya,วัดสำเภาล่ม
Ayutthaya,วัดสิงห์สุทธาวาส
Ayutthaya,วัดสีกุก
Ayutthaya,วัดสีจำปา
Ayutthaya,วัดสุคนธาราม
Ayutthaya,วัดสุคันธาราม
Ayutthaya,วัดสุทธาวาส
Ayutthaya,วัดสุทธิรุจิราราม
Ayutthaya,วัดสุธาโภชน์
Ayutthaya,วัดสุนทราราม
Ayutthaya,วัดสุวรรณดารารามราชวรวิหาร
Ayutthaya,วัดสุวรรณธรรมาราม
Ayutthaya,วัดสุวรรณเจดีย์
Ayutthaya,วัดสุเมธ
Ayutthaya,วัดหงษ์
Ayutthaya,วัดหนองกลาง
Ayutthaya,วัดหนองนาง
Ayutthaya,วัดหนองนางเก่า
Ayutthaya,วัดหนองน้ำส้ม
Ayutthaya,วัดหนองบัว
Ayutthaya,วัดหนองลำเจียก
Ayutthaya,วัดหนองเครือบุญ
Ayutthaya,วัดหนองเป้า
Ayutthaya,วัดหนองแห้ว
Ayutthaya,วัดหนองโคก
Ayutthaya,วัดหนองโสน
Ayutthaya,วัดหนองไม้ซุง
Ayutthaya,วัดหน้าต่างนอก
Ayutthaya,วัดหน้าต่างใน
Ayutthaya,วัดหน้าโคก
Ayutthaya,วัดหลวงพ่อเขียว
Ayutthaya,วัดหลักชัย
Ayutthaya,วัดหันตรา
Ayutthaya,วัดหันสัง
Ayutthaya,วัดหัวคุ้ง
Ayutthaya,วัดหัวหิน
Ayutthaya,วัดหัวเวียง
Ayutthaya,วัดห้วยจรเข้
Ayutthaya,วัดอนุกุญชราราม
Ayutthaya,วัดอมฤตสิทธาราม
Ayutthaya,วัดอัมพวา
Ayutthaya,วัดอินกัลยา
Ayutthaya,วัดอินทอารี
Ayutthaya,วัดอินทาราม
Ayutthaya,วัดอุทการาม
Ayutthaya,วัดอุทัย
Ayutthaya,วัดอุโลม
Ayutthaya,วัดอู่สำเภา
Ayutthaya,วัดอโยธยา
Ayutthaya,วัดอ่างทอง
Ayutthaya,วัดเกตุ
Ayutthaya,วัดเกาะราษฎร์ศรัทธาธรรม
Ayutthaya,วัดเกาะเลิ่ง
Ayutthaya,วัดเกาะแก้ว
Ayutthaya,วัดเกาะแก้วเกษฎาราม
Ayutthaya,วัดเก้าห้อง
Ayutthaya,วัดเขาดิน
Ayutthaya,วัดเขียนลาย
Ayutthaya,วัดเจดีย์แดง
Ayutthaya,วัดเจริญธรรม
Ayutthaya,วัดเจ้าปลุก
Ayutthaya,วัดเจ้าเจ็ดนอก
Ayutthaya,วัดเจ้าเจ็ดใน
Ayutthaya,วัดเจ้าแปดทรงไตรย์
Ayutthaya,วัดเชิงท่า
Ayutthaya,วัดเชิงเลน
Ayutthaya,วัดเชียงรากน้อย
Ayutthaya,วัดเทพกุญชร
Ayutthaya,วัดเทพคันธาราม
Ayutthaya,วัดเทพจันทร์ลอย
Ayutthaya,วัดเทพธาราราม
Ayutthaya,วัดเทพมงคล
Ayutthaya,วัดเทพสนทวารี
Ayutthaya,วัดเทพสุวรรณ
Ayutthaya,วัดเทพอุปการาม
Ayutthaya,วัดเปรมประชากร
Ayutthaya,วัดเรือแข่ง
Ayutthaya,วัดเวฬุวัน
Ayutthaya,วัดเวียง
Ayutthaya,วัดเศวตศิลาราม
Ayutthaya,วัดเสด็จ
Ayutthaya,วัดเสนา
Ayutthaya,วัดเสนาสนารามราชวรวิหาร
Ayutthaya,วัดเสาธง
Ayutthaya,วัดเสาธงเก่า
Ayutthaya,วัดเสาธงใหม่
Ayutthaya,วัดแก้ว
Ayutthaya,วัดแก้วตา
Ayutthaya,วัดแก้วฟ้า
Ayutthaya,วัดแก้วสุวรรณ
Ayutthaya,วัดแค
Ayutthaya,วัดแคท่าเรือ
Ayutthaya,วัดแจ้ง
Ayutthaya,วัดแดง
Ayutthaya,วัดแม่นางปลื้ม
Ayutthaya,วัดโกโรโกโส
Ayutthaya,วัดโขดเขมาราม
Ayutthaya,วัดโคก
Ayutthaya,วัดโคกกรวด
Ayutthaya,วัดโคกกลาง
Ayutthaya,วัดโคกจินดาราม
Ayutthaya,วัดโคกจุฬา
Ayutthaya,วัดโคกช้าง
Ayutthaya,วัดโคกทอง
Ayutthaya,วัดโคกมะยม
Ayutthaya,วัดโคกม่วง
Ayutthaya,วัดโคกสังข์
Ayutthaya,วัดโคกหิรัญ
Ayutthaya,วัดโคกเสือ
Ayutthaya,วัดโคกโพธิ์
Ayutthaya,วัดโตนด
Ayutthaya,วัดโตนดเตี้ย
Ayutthaya,วัดโบสถ์
Ayutthaya,วัดโบสถ์พัทธสีมา
Ayutthaya,วัดโบสถ์สมพรชัย
Ayutthaya,วัดโบสถ์อินทราราม
Ayutthaya,วัดโปรดสัตว์
Ayutthaya,วัดโพธิผักไห่
Ayutthaya,วัดโพธิ์
Ayutthaya,วัดโพธิ์ทอง
Ayutthaya,วัดโพธิ์ทองหนองจิก
Ayutthaya,วัดโพธิ์ประสิทธิ์
Ayutthaya,วัดโพธิ์ลอย
Ayutthaya,วัดโพธิ์ลำแพน
Ayutthaya,วัดโพธิ์สาวหาญ
Ayutthaya,วัดโพธิ์หอม
Ayutthaya,วัดโพธิ์เผือก
Ayutthaya,วัดโพธิ์เอน
Ayutthaya,วัดโพธิ์แตงเหนือ
Ayutthaya,วัดโพธิ์แตงใต้
Ayutthaya,วัดโพธิ์ไทร
Ayutthaya,วัดโรงนา
Ayutthaya,วัดโสภณเจติการาม
Ayutthaya,วัดใบบัว
Ayutthaya,วัดใหญ่ชัยมงคล
Ayutthaya,วัดใหญ่เทพนิมิตร
Ayutthaya,วัดใหม่
Ayutthaya,วัดใหม่ชุมพล
Ayutthaya,วัดใหม่ต้านทาน
Ayutthaya,วัดใหม่ปากบาง
Ayutthaya,วัดใหม่สองห้อง
Ayutthaya,วัดใหม่หนองคต
Ayutthaya,วัดไก่
Ayutthaya,วัดไก่จ้น
Ayutthaya,วัดไก่เตี้ย
Ayutthaya,วัดไชย
Ayutthaya,วัดไชยภูมิ
Ayutthaya,วัดไทรงาม
Ayutthaya,วัดไทรน้อย
Ayutthaya,วัดไทรโสภณ
Ayutthaya,วัดไผ่ล้อม
Ayutthaya,วัดไผ่โสมนรินทร์
Ayutthaya,วัดไพฑูริย์ถนิมาราม
Ayutthaya,วัดไม้ตราสมาชิการาม
Ayutthaya,วัดไม้รวก
